Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
11:3	h9cl		rc://*/ta/man/translate/figs-metonymy	for the pride of the Jordan River has been devastated	0	Here “the pride” probably represents the forests that grew near the Jordan River. Alternate translation: [because the trees and shrubbery where they lived by the Jordan River are ruined]
11:4	u48q			watch over the flock set aside for slaughter	0	Alternate translation: [take care of a flock of sheep that the owners plan to slaughter]
11:5	ip1w		rc://*/ta/man/translate/figs-activepassive	are not punished	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [no one punishes them]
11:6	f3ps			See!	0	Alternate translation: [Listen!] or [Pay attention!]
11:6	t499		rc://*/ta/man/translate/figs-rpronouns	I myself	0	The word “myself” is used to emphasize that it is Yahweh who will do these things.
11:6	qz87		rc://*/ta/man/translate/figs-metonymy	turn over every person into the hand of his neighbor and into the hand of his king	0	Here “hand” represents power or control. Alternate translation: [allow the people to harm each other and the king will oppress them]
11:6	sr77		rc://*/ta/man/translate/figs-metonymy	none of them will I deliver them from their hand	0	Here “hand” represents power or control. Alternate translation: [I will not save them from those who are harming them] or [I will not rescue them]
11:7	jsk4			for those who dealt in sheep	0	Alternate translation: [for those who bought and sold sheep]
11:7	gy5l			Favor	0	Other versions of the Bible translate this word as “grace,” “beauty,” or “pleasant.”
11:8	kqz7			I became impatient with them,	0	This could mean: (1) “them” refers to the three shepherds or (2) “them” refers to the sheep owners.
11:9	cnt4		rc://*/ta/man/translate/figs-activepassive	the sheep that are being destroyed—let them be destroyed	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [the sheep that are perishing—let them perish] or [the sheep that are to wander and get lost—let them get lost]
11:11	m881		rc://*/ta/man/translate/figs-activepassive	the covenant was broken	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [the covenant ended]
11:11	ve5p		rc://*/ta/man/translate/figs-explicit	knew that Yahweh had spoken	0	It is implied that those watching knew Yahweh was giving them a message through the breaking of the staff. Alternate translation: [knew that Yahweh had given them a message]
11:12	x7fr		rc://*/ta/man/translate/figs-explicit	thirty pieces of silver	0	It is implied that this was very little pay for the shepherd. Alternate translation: [only thirty pieces of silver]
11:12	zf3a		rc://*/ta/man/translate/translate-numbers	thirty pieces	0	“30 pieces”
11:13	dv1a			treasury	0	This is the place in the temple of Yahweh where the priests kept the money. Many versions of the Bible translate this as “potter.” This is the person who would melt metal to make vessels out of it. Here Yahweh would mean that the payment is so small that the shepherd should have the silver melted to show how insulted he was.
11:13	ye4f		rc://*/ta/man/translate/figs-irony	the excellent price	0	Yahweh uses irony to say that this price was very small for a shepherd doing Yahweh’s work. Alternate translation: [the ridiculously small amount of money]
11:14	js8t		rc://*/ta/man/translate/figs-metonymy	between Judah and Israel	0	Here “Judah” represents the people of the southern kingdom and “Israel” represents the people of the northern kingdom. Alternate translation: [between the people of Judah and the people of Israel]
11:16	t1g5		rc://*/ta/man/translate/figs-idiom	I am about to set in place a shepherd in the land	0	Here “set in place” is an idiom. Alternate translation: [I am about to appoint a shepherd in the land] or [I am about to put a shepherd in charge in the land]
11:16	qq2g			the fattened sheep	0	Alternate translation: [the fattest sheep] or [the best sheep]
11:16	wwi6			will tear off their hooves	0	This was probably done as an act of cruelty.
11:17	wum9		rc://*/ta/man/translate/figs-metonymy	May the sword	0	Here “sword” represents enemies who will attack the shepherd. Alternate translation: [May enemies]
11:17	zwk6		rc://*/ta/man/translate/figs-idiom	come against his arm and his right eye	0	Here “come against” is an idiom. Alternate translation: [strike and wound his right arm and pierce his right eye]
11:17	gqb9		rc://*/ta/man/translate/figs-metonymy	his arm	0	Here “arm” represents the power to fight.
11:17	c27h		rc://*/ta/man/translate/figs-explicit	his right eye	0	A soldier would use his right eye to look around the shield that he held with his left hand. If his right eye was wounded, he would not be able to see to fight in war.
11:17	h47i			his arm wither away	0	Alternate translation: [his arm waste away] or [his arm become completely useless]
12:intro	cr4a				0	# Zechariah 12 General Notes\n\n## Structure and Formatting\n\nSimilar to chapter 11, this chapter is written mainly in prose and is talking about Jerusalem.\n\n## Religious and Cultural Concepts in This Chapter\n\n### Prophecy\n\nVerses 10–11 are quoted in the New Testament and apply to Jesus’ death on the cross. (See: [[rc://*/tw/dict/bible/kt/cross]])
12:1	vy11				0	# General Information:\n\nThese verses begin a section that tells about the coming attack against Jerusalem and how God will rescue the city.
12:1	mz3s		rc://*/ta/man/translate/figs-metaphor	who stretched out the skies	0	This is a metaphor that speaks of the sky as if it were like a scroll that is rolled up and needs to be stretched out. Alternate translation: [the one who created the sky]
12:1	gzl6		rc://*/ta/man/translate/figs-metaphor	laid the foundation of the earth	0	This is a metaphor that speaks of the earth as if it were a building with a foundation. Alternate translation: [put all the earth into place]
12:1	gnm5			fashions the spirit of mankind within man	0	This is a metaphor that speaks of the spirit as if it were like clay that a potter shapes. Alternate translation: [creates the human spirit]
12:2	ez4w		rc://*/ta/man/translate/figs-metaphor	I am about to make Jerusalem into a cup … to stagger about	0	Yahweh using Jerusalem to punish the surrounding peoples is spoken of as if Yahweh would make Jerusalem a cup full of an alcoholic drink that will cause the surrounding peoples to get drunk and stagger. Alternate translation: [Soon it will be like I make Jerusalem into a cup … to stagger about]
12:2	s5lx		rc://*/ta/man/translate/figs-metonymy	into a cup	0	Here “cup” represents the cup and the contents within the cup. Alternate translation: [into a cup full of wine] or [into a cup full of an alcoholic drink]
12:2	h8sn		rc://*/ta/man/translate/figs-personification	surrounding her	0	Here “her” refers to the city of Jerusalem. It was common in Hebrew to speak of a city or country as if it were a woman.
12:3	u546		rc://*/ta/man/translate/figs-metaphor	I will make Jerusalem a heavy stone for all the peoples	0	Yahweh using Jerusalem to punish the surrounding peoples is spoken of as if he would make Jerusalem a heavy stone. Alternate translation: [It will be like I will make Jerusalem a heavy stone for all the peoples]
12:4	h97f				0	# General Information:\n\nThese verses continue telling about the coming attack against Jerusalem and how God will rescue the city.
12:4	w42z		rc://*/ta/man/translate/figs-metaphor	Over the house of Judah I will open my eyes	0	Opening eyes over someone here is a metaphor for wanting to do good things for that person. Alternate translation: [I will do good things for the house of Judah] or [I will protect the house of Judah]
12:4	jgj7		rc://*/ta/man/translate/figs-metonymy	the house of Judah	0	Here “house” represents people. Alternate translation: [the people of Judah]
12:5	g3n8		rc://*/ta/man/translate/figs-metonymy	say in their hearts	0	Here “hearts” represents a person’s mind. Alternate translation: [think to themselves] or [say to themselves]
12:5	w95z		rc://*/ta/man/translate/figs-abstractnouns	are our strength	0	If your language does not use an abstract noun for the idea behind the word **strength**, you can express the same idea with a verbal form such as “strong” or “encourage.” Alternate translation: [make us strong] or [encourage us]
12:5	u38m			Yahweh of hosts, their God	0	Alternate translation: [Yahweh of hosts, the God they worship]
12:6	zv3y		rc://*/ta/man/translate/figs-simile	like firepots among wood … standing grain	0	This simile means Yahweh will enable the leaders of Judah to be strong and able to lead the people to defeat their enemies. Alternate translation: [like firepots among stacked firewood … unharvested stalks of grain standing in a field]
12:6	cjb8			firepots	0	clay pots in which ancient people often carried burning coals
12:6	vm57			flaming torch	0	a wooden stick that is burning at one end which gives light as one travels or carries fire somewhere
12:6	iv6n		rc://*/ta/man/translate/figs-metaphor	will consume all the surrounding peoples	0	Completely destroying the peoples is spoken of as if the people of Judah will “devour” them. Alternate translation: [will destroy the surrounding peoples]
12:6	l53t		rc://*/ta/man/translate/figs-merism	on their right and on their left	0	Here “right” and “left” represent every direction. Alternate translation: [in every direction]
12:6	hh2l		rc://*/ta/man/translate/figs-metonymy	Jerusalem will again live in her own place	0	Here “Jerusalem” represents the people who live there. Alternate translation: [The people of Jerusalem will again live in their own city]
12:7	qxb1				0	# General Information:\n\nThese verses continue telling about the coming attack against Jerusalem and how God will rescue the city.
12:7	nba7		rc://*/ta/man/translate/figs-metonymy	the tents of Judah	0	Here “tents” represents homes, and homes represent the people who live in them. Alternate translation: [the people of Judah]
12:7	h87n		rc://*/ta/man/translate/figs-metonymy	the house of David	0	This could mean: (1) the descendants of David or (2) the ruling class of people.
12:8	ys6n		rc://*/ta/man/translate/figs-simile	those who are weak among them will be like David	0	This simile means those who are weak will be strong. Alternate translation: [those who are weak will be strong like David]
12:8	zz25			the angel of Yahweh	0	This is an angel sent by Yahweh to protect the people.
12:10	f9d7		rc://*/ta/man/translate/figs-metaphor	I will pour out a spirit of compassion and pleading on the house of David and the inhabitants of Jerusalem	0	Causing the people to be compassionate and to plead is spoken of as if the spirit were a liquid that Yahweh would pour on them. Alternate translation: [I will cause the house of David and inhabitants of Jerusalem to have mercy on others and to pray to me for mercy]
12:10	dtc6			a spirit of compassion and pleading	0	Here this means to have a characteristic of compassion and pleading.
12:10	c3sx		rc://*/ta/man/translate/figs-metonymy	the house of David	0	Here “house” represents descendants. Alternate translation: [the descendants of David]
12:10	zpa3			the one they have pierced	0	Alternate translation: [the one whom they stabbed to death]
12:10	rxx7		rc://*/ta/man/translate/figs-ellipsis	for an only son	0	It is understood that the “son” has died. Alternate translation: [for an only son who has died]
12:11	mcu4		rc://*/ta/man/translate/translate-names	the laments in Jerusalem will be like the laments at Hadad Rimmon	0	Hadad Rimmon may have been the place where the good King Josiah died of battle wounds after the Battle of Megiddo. It appears that the custom arose to hold periodic mourning there for his death. Some people, however, think that Hadad Rimmon was the name of a false god who was believed to die every year, an event for which his worshipers would go into mourning. (See also: [[rc://*/ta/man/translate/figs-explicit]])
12:11	qg93		rc://*/ta/man/translate/translate-names	Megiddo	0	This is the name of a plain in Israel.
12:12	jj6q		rc://*/ta/man/translate/figs-metonymy	The land will mourn	0	This represents all the people living in the land of Judah. Alternate translation: [All the people in the land of Judah will mourn]
12:12	qth7		rc://*/ta/man/translate/figs-metonymy	The clan of the house of David … The clan of the house of Nathan	0	Here “house” represents descendants. Alternate translation: [The descendants of David … The descendants of Nathan]
12:13	r6fc		rc://*/ta/man/translate/figs-metonymy	The clan of the house of Levi	0	Here “house” represents descendants. Alternate translation: [The descendants of Levi]
13:intro	uxpd				0	# Zechariah 13 Introduction\n\n## Structure and Formatting\n\nVerses 1–6 are a prose oracle about cleansing from sin and removing false [[rc://*/tw/dict/bible/kt/prophet|prophets]]. Verses 7–9 shift to poetry, announcing the striking of Yahweh’s [[rc://*/tw/dict/bible/other/shepherd|shepherd]] and the [[rc://*/tw/dict/bible/kt/purify|purifying]] of a surviving [[rc://*/tw/dict/bible/kt/remnant|remnant]].\n\n## Religious and Cultural Concepts in This Chapter\n\n### The Prophetic Cloak\n\nThe “cloak of hair” (verse 4) is the rough garment that identified [[rc://*/tw/dict/bible/kt/prophet|prophets]]. False prophets abandon this clothing to conceal their identity.\n\n## Translation Issues in This Chapter\n\n### Nested Quotations\n\nYahweh’s speech spans the entire chapter and contains embedded quotes from parents (verse 3), a false prophet (verses 5–6), and a covenant declaration (verse 9).
13:1	e5x6		rc://*/ta/man/translate/figs-metonymy	לְ⁠בֵ֥ית דָּוִ֖יד	1	Here, **the house of David** represents the descendants of David and the royal dynasty. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the descendants of David]
13:1	fa7t		rc://*/ta/man/translate/writing-newevent	הַ⁠ה֗וּא	1	Zechariah is using the phrase On that day to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
13:1	aano		rc://*/ta/man/translate/figs-metaphor	מָק֣וֹר נִפְתָּ֔ח	1	Here Zechariah is speaking as if the means of cleansing from sin were a fountain that would be opened. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [a source of cleansing will be made available]
13:1	ocrk		rc://*/ta/man/translate/figs-activepassive	מָק֣וֹר נִפְתָּ֔ח	1	The expression a fountain will be opened is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is God. Alternate translation: [God will open a fountain]
13:1	k64y		rc://*/ta/man/translate/figs-merism	לְ⁠חַטַּ֖את וּ⁠לְ⁠נִדָּֽה	1	Zechariah is referring to all types of uncleanness by naming two major components, sin and impurity. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [every kind of sin and uncleanness]
13:1	swtm	at-fit	rc://*/ta/man/translate/figs-abstractnouns	לְ⁠חַטַּ֖את וּ⁠לְ⁠נִדָּֽה	1	If your language does not use abstract nouns for the ideas of sin and impurity, you could express the same ideas in other ways. Alternate translation: [sinning … being unclean]
13:2	epd0		rc://*/ta/man/translate/figs-metonymy	שְׁמ֤וֹת הָֽ⁠עֲצַבִּים֙	1	Here, **the names of the idols** represents the memory and reputation of the idols. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the memory of the idols]
13:2	jj4z		rc://*/ta/man/translate/writing-newevent	וְ⁠הָיָה֩ & הַ⁠ה֜וּא	1	Yahweh is using the phrase And it will be on that day to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
13:2	obhm	ISSUE:MATCH_FAIL	rc://*/ta/man/translate/writing-quotations	נְאֻ֣ם יְהוָ֣ה צְבָא֗וֹת	1	The phrase the declaration of Yahweh of Armies is a parenthetical statement within Yahweh’s speech that identifies him as the speaker. In your translation, use a natural way of indicating the speaker of a direct quotation in your language. It may not be necessary to represent this phrase explicitly.
13:2	e7dp		rc://*/ta/man/translate/figs-activepassive	יִזָּכְר֖וּ ע֑וֹד	1	The expression they will no longer be remembered is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [no one will remember them anymore]
13:2	fy69		rc://*/ta/man/translate/figs-possession	ר֥וּחַ הַ⁠טֻּמְאָ֖ה	1	Yahweh is using the possessive form to describe a spirit that is characterized by uncleanness. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the unclean spirit]
13:2	gikg		rc://*/ta/man/translate/figs-abstractnouns	הַ⁠טֻּמְאָ֖ה	1	If your language does not use an abstract noun for the idea of uncleanness, you could express the same idea in another way. Alternate translation: [what is unclean]
13:2	in59	at-fit	rc://*/ta/man/translate/grammar-connect-words-phrases	וְ⁠גַ֧ם	1	Here, the words **And also** add a further action to the one just described. Yahweh will not only remove the idols but will additionally remove the false prophets and the unclean spirit. If the connection between this statement and the previous one is not clear, you may want to use a different connecting word to show how this statement relates to what comes before it. Alternate translation: [Furthermore,]
13:3	m4l6	at-fit	rc://*/ta/man/translate/figs-metonymy	בְּ⁠שֵׁ֣ם יְהוָ֑ה	1	Here, **in the name of Yahweh** represents the authority of Yahweh. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [with Yahweh’s authority behind you]
13:3	yzml		rc://*/ta/man/translate/grammar-connect-logic-reason	וְ⁠הָיָ֗ה כִּֽי־יִנָּבֵ֣א אִישׁ֮ עוֹד֒ וְ⁠אָמְר֣וּ אֵ֠לָי⁠ו אָבִ֨י⁠ו וְ⁠אִמּ֤⁠וֹ יֹֽלְדָי⁠ו֙ & תִֽחְיֶ֔ה כִּ֛י שֶׁ֥קֶר דִּבַּ֖רְתָּ בְּ⁠שֵׁ֣ם יְהוָ֑ה וּ⁠דְקָרֻ֜⁠הוּ אָבִ֧י⁠הוּ וְ⁠אִמּ֛⁠וֹ יֹלְדָ֖י⁠ו בְּ⁠הִנָּבְאֽ⁠וֹ	1	The word translated as for indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [because you have spoken falsehood in the name of Yahweh]
13:3	mzjh		rc://*/ta/man/translate/writing-newevent	וְ⁠הָיָ֗ה	1	Yahweh is using the phrase And it will be to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
13:3	td5k	at-fit	rc://*/ta/man/translate/grammar-connect-condition-hypothetical	כִּֽי־יִנָּבֵ֣א אִישׁ֮ עוֹד֒	1	Yahweh is presenting a possible condition, that the parents will condemn and kill their son only if he still prophesies falsely. Use a natural form in your language for introducing a condition that could happen. It may be helpful to reorder this sentence so that the conditional statement is first. Alternate translation: [should a man still prophesy]
13:3	ujl0	at-fit	rc://*/ta/man/translate/figs-genericnoun	אִישׁ֮	1	Yahweh is not referring to a specific man. He means any person who prophesies falsely in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [anyone who]
13:3	iadz	at-fit	rc://*/ta/man/translate/figs-quotesinquotes	כִּֽי & תִֽחְיֶ֔ה & שֶׁ֥קֶר דִּבַּ֖רְתָּ בְּ⁠שֵׁ֣ם יְהוָ֑ה	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [that he must not live, because he has spoken falsehood in the name of Yahweh]
13:3	q982		rc://*/ta/man/translate/figs-litotes	תִֽחְיֶ֔ה	1	The parents of the false prophet are emphasizing a positive meaning by using a negative word, not, together with a mild expression that is the opposite of the intended meaning. They mean that the false prophet will certainly die. If it would be helpful in your language, you could emphasize the positive meaning in a strong way. Alternate translation: [you will certainly die]
13:3	q3xi		rc://*/ta/man/translate/figs-abstractnouns	שֶׁ֥קֶר	1	If your language does not use an abstract noun for the idea of falsehood, you could express the same idea in another way. Alternate translation: [falsely]
13:4	nrol		rc://*/ta/man/translate/grammar-connect-logic-goal	וְ⁠הָיָ֣ה & הַ⁠ה֗וּא יֵבֹ֧שׁוּ הַ⁠נְּבִיאִ֛ים אִ֥ישׁ מֵ⁠חֶזְיֹנ֖⁠וֹ בְּ⁠הִנָּֽבְאֹת֑⁠וֹ וְ⁠לֹ֧א יִלְבְּשׁ֛וּ אַדֶּ֥רֶת שֵׂעָ֖ר לְמַ֥עַן כַּחֵֽשׁ	1	Here, **in order to** marks **to deceive** as the goal or purpose of the false prophets putting on a cloak of hair. Use a connector in your language that makes it clear that this is the purpose.
13:4	viav		rc://*/ta/man/translate/writing-newevent	וְ⁠הָיָ֣ה & הַ⁠ה֗וּא	1	See how you translated the similar expression in [13:2](../13/02.md).
13:4	bl3f		rc://*/ta/man/translate/figs-possession	אַדֶּ֥רֶת שֵׂעָ֖ר	1	Zechariah is using the possessive form to describe a cloak that is made of hair. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [a cloak made of hair]
13:5	w2py		rc://*/ta/man/translate/writing-pronouns	וְ⁠אָמַ֕ר	1	The pronoun he refers to the false prophet described in the previous verse. It may be helpful to clarify this for your readers. Alternate translation: [And the false prophet will say]
13:5	u35b	at-fit	rc://*/ta/man/translate/figs-abstractnouns	מִ⁠נְּעוּרָֽ⁠י	1	If your language does not use an abstract noun for the idea of youth, you could express the same idea in another way. Alternate translation: [when I was young]
13:5	g3wn	at-fit	rc://*/ta/man/translate/grammar-connect-logic-reason	וְ⁠אָמַ֕ר לֹ֥א נָבִ֖יא אָנֹ֑כִי אִישׁ־עֹבֵ֤ד אֲדָמָה֙ אָנֹ֔כִי כִּ֥י אָדָ֖ם הִקְנַ֥⁠נִי מִ⁠נְּעוּרָֽ⁠י	1	The word translated as for indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [And he will say, ‘I {am} not a prophet. I {am} a man working the ground. The reason is that a man acquired me from my youth.’]
13:5	jihj	at-fit	rc://*/ta/man/translate/figs-quotesinquotes	נָבִ֖יא אָנֹ֑כִי אִישׁ־עֹבֵ֤ד אֲדָמָה֙ & כִּ֥י אָדָ֖ם הִקְנַ֥⁠נִי מִ⁠נְּעוּרָֽ⁠י	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [he is not a prophet but a man working the ground, for a man acquired him from his youth]
13:6	hbua		rc://*/ta/man/translate/figs-idiom	בֵּ֣ין יָדֶ֑י⁠ךָ	1	The false prophet is using between your hands as a common expression of the culture to mean “on your chest” or “on your body.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [on your chest]
13:6	yicj	at-fit	rc://*/ta/man/translate/figs-quotesinquotes	אֲשֶׁ֥ר הֻכֵּ֖יתִי בֵּ֥ית מְאַהֲבָֽ⁠י	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [that those wounds came from being struck in the house of those who loved him]
13:6	iqc7		rc://*/ta/man/translate/figs-activepassive	הֻכֵּ֖יתִי	1	The expression I was struck is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [they struck me]
13:6	jrn0		rc://*/ta/man/translate/figs-nominaladj	מְאַהֲבָֽ⁠י	1	The false prophet is using the participle the ones loving me as a noun to mean people who love him. Your language may use adjectives in the same way. If not, you can translate this with an equivalent phrase. Alternate translation: [those who love me]
13:6	svbi	at-fit	rc://*/ta/man/translate/figs-quotesinquotes	מָ֧ה & הָ⁠אֵ֖לֶּה בֵּ֣ין יָדֶ֑י⁠ךָ	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [why he has those wounds between his hands]
13:6	uui4		rc://*/ta/man/translate/writing-pronouns	וְ⁠אָמַ֣ר אֵלָ֔י⁠ו	1	The word someone is an indefinite subject that does not refer to a specific person. It refers to anyone who might ask the false prophet this question. It may be helpful to clarify this for your readers. Alternate translation: [And if anyone asks him]
13:6	t5ny	at-fit	rc://*/ta/man/translate/figs-metonymy	בֵּ֥ית מְאַהֲבָֽ⁠י	1	Here, **the house of the ones loving me** represents the home or dwelling place of the people who love the speaker. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the dwelling place of those who love me]
13:7	a74s	at-fit	rc://*/ta/man/translate/figs-apostrophe	חֶ֗רֶב עוּרִ֤י עַל־רֹעִ⁠י֙	1	Yahweh is speaking to a **sword** that he knows cannot hear him. He is doing this to communicate to the people listening to him that he feels very strongly about the judgment he is about to bring. If it would be helpful in your language, you could translate these words as if he were speaking directly to the people about the sword. Alternate translation: [Let the sword awake against my shepherd]
13:7	k27o	at-fit	rc://*/ta/man/translate/figs-metaphor	רֹעִ⁠י֙	1	Here Yahweh is speaking as if the leader he appointed were **my shepherd**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the leader I care for]
13:7	qo9m		rc://*/ta/man/translate/writing-quotations	נְאֻ֖ם יְהוָ֣ה צְבָא֑וֹת	1	The phrase **the declaration of Yahweh of Armies** is a parenthetical statement within Yahweh’s speech that identifies him as the speaker. In your translation, use a natural way of indicating the speaker of a direct quotation in your language. It may not be necessary to represent this phrase explicitly.
13:7	tz6c	at-fit	rc://*/ta/man/translate/figs-metaphor	וּ⁠תְפוּצֶ֣יןָ הַ⁠צֹּ֔אן	1	Here Yahweh is speaking as if the people were **the flock** that **will be scattered**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the people will scatter]
13:7	lcl4		rc://*/ta/man/translate/figs-metonymy	עַל & וַ⁠הֲשִׁבֹתִ֥י יָדִ֖⁠י	1	Here, **my hand** represents Yahweh’s power and action. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I will direct my power against]
13:7	k6l3		rc://*/ta/man/translate/figs-nominaladj	הַ⁠צֹּעֲרִֽים	1	Yahweh is using the adjective **little** as a noun to mean the weak and vulnerable people. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [the weak and vulnerable ones]
13:8	tblb		rc://*/ta/man/translate/writing-newevent	וְ⁠הָיָ֤ה בְ⁠כָל־הָ⁠אָ֨רֶץ֙	1	Yahweh is using the phrase **And it will be** to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
13:8	az59		rc://*/ta/man/translate/writing-quotations	נְאֻם־יְהוָ֔ה	1	The phrase **the declaration of Yahweh** is a parenthetical statement within Yahweh’s speech that identifies him as the speaker. In your translation, use a natural way of indicating the speaker of a direct quotation in your language. It may not be necessary to represent this phrase explicitly.
13:8	k23g	at-fit	rc://*/ta/man/translate/figs-activepassive	שְׁנַ֣יִם בָּ֔⁠הּ יִכָּרְת֖וּ	1	The expression **two parts in it will be cut off** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [Yahweh will cut off two parts in it]
13:8	s0bi	at-fit	rc://*/ta/man/translate/figs-activepassive	בָּ֔⁠הּ & וְ⁠הַ⁠שְּׁלִשִׁ֖ית יִוָּ֥תֶר	1	The expression **the third will be left in it** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [Yahweh will leave the third in it]
13:8	qorx	at-fit	rc://*/ta/man/translate/figs-doublet	יִכָּרְת֖וּ יִגְוָ֑עוּ	1	The expressions **will be cut off** and **will expire** mean similar things. Yahweh is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [will perish completely]
13:8	u6rh		rc://*/ta/man/translate/translate-fraction	שְׁנַ֣יִם & וְ⁠הַ⁠שְּׁלִשִׁ֖ית	1	Here, **two parts** means two parts out of three equal parts, and **the third** means one part out of three equal parts.
13:9	qauq	ISSUE:MATCH_FAIL	rc://*/ta/man/translate/figs-metaphor	וְ⁠הֵבֵאתִ֤י הַ⁠שְּׁלִשִׁית֙ בָּ⁠אֵ֔שׁ	1	Here Yahweh is speaking as if the trials and suffering he would bring upon the people were **the fire**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will bring the third through great suffering]
13:9	kna5	ISSUE:MATCH_FAIL	rc://*/ta/man/translate/writing-pronouns	ה֣וּא יִקְרָ֣א בִ⁠שְׁמִ֗⁠י	1	The pronoun **He** refers to the remaining third of the people, spoken of collectively as a single group. It may be helpful to clarify this for your readers. Alternate translation: [That remaining third will call on my name]
13:9	wf21		rc://*/ta/man/translate/figs-metonymy	בִ⁠שְׁמִ֗⁠י	1	Here, **my name** represents Yahweh himself. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [me]
13:9	s6bq		rc://*/ta/man/translate/figs-possession	אֱלֹהָֽ⁠י	1	The speaker is not using this possessive form **my God** to indicate that he possesses or controls Yahweh. Rather, he is using these words to indicate that Yahweh is the God whom he worships. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the God I worship]
13:9	psie	at-fit, ISSUE:MATCH_FAIL	rc://*/ta/man/translate/figs-parallelism	וּ⁠צְרַפְתִּי⁠ם֙ כִּ⁠צְרֹ֣ף הַ⁠כֶּ֔סֶף וּ⁠בְחַנְתִּ֖י⁠ם כִּ⁠בְחֹ֣ן הַ⁠זָּהָ֑ב	1	These two phrases **I will refine them as one refines the silver** and **I will test them as one tests the gold** mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine them and express the emphasis in another way. Alternate translation: [I will thoroughly purify and test them as a metalworker refines silver and gold]
13:9	hy5b		rc://*/ta/man/translate/figs-quotesinquotes	ה֣וּא & אָמַ֨רְתִּי֙ עַמִּ֣⁠י & וְ⁠ה֥וּא יֹאמַ֖ר יְהוָ֥ה אֱלֹהָֽ⁠י	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [I will say that he is my people, and he will say that Yahweh is his God.]
13:9	artl	at-fit, ISSUE:MATCH_FAIL	rc://*/ta/man/translate/figs-simile	וּ⁠צְרַפְתִּי⁠ם֙ כִּ⁠צְרֹ֣ף הַ⁠כֶּ֔סֶף	1	The point of this comparison is that just as **silver** is refined by fire to remove impurities, so Yahweh will purify his people through trials. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [I will purify them of impurities, just as fire purifies silver]
